book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
206,The Pilgrimage,Paulo Coelho,9789366619408,Fiction/Stories,Philosophical Fiction,Educational | Mysterious,philosophical fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this philosophical fiction follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of philosophical fiction, ""The Pilgrimage"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1987,Popular Edition,English,594,4.0
207,The Da Vinci Code,Dan Brown,9781413311907,Fiction/Stories,Thriller,Thought-provoking | Fantasy | Heartwarming,thriller;fiction;novel;leisure-reading;story;suspense,"Set against a richly drawn backdrop, this thriller follows a central figure caught between duty and desire. Written in the tradition of thriller, ""The Da Vinci Code"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2003,Special Edition,English,219,4.3
208,Angels & Demons,Dan Brown,9789383390151,Fiction/Stories,Thriller,Funny,thriller;fiction;novel;leisure-reading;story;suspense,"A memorable entry in thriller, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of thriller, ""Angels & Demons"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2000,Special Edition,English,345,3.9
209,The Lost Symbol,Dan Brown,9781878000279,Fiction/Stories,Thriller,Funny | Inspirational | Heartwarming,thriller;fiction;novel;leisure-reading;story;suspense,"In prose that lingers, Dan Brown follows a journey that tests conviction as much as courage. Written in the tradition of thriller, ""The Lost Symbol"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2009,Paperback Edition,English,331,4.2
210,Inferno,Dan Brown,9781811596739,Fiction/Stories,Thriller,Romantic | Hopeful,thriller;fiction;novel;leisure-reading;story;suspense,"A memorable entry in thriller, the story follows a central figure caught between duty and desire. Written in the tradition of thriller, ""Inferno"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2013,Paperback Edition,English,319,4.3
211,Origin,Dan Brown,9780041409765,Fiction/Stories,Thriller,Hopeful | Funny,thriller;fiction;novel;leisure-reading;story;suspense,"Set against a richly drawn backdrop, this thriller follows individuals confronting change in a world that refuses to stay still. Written in the tradition of thriller, ""Origin"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2017,Popular Edition,English,157,4.6
212,And Then There Were None,Agatha Christie,9780328748532,Fiction/Stories,Mystery,Relaxing | Thought-provoking | Thrilling,mystery;fiction;novel;leisure-reading;story;suspense,"A memorable entry in mystery, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of mystery, ""And Then There Were None"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1939,1st Edition,English,301,3.5
213,Murder on the Orient Express,Agatha Christie,9781180529055,Fiction/Stories,Mystery,Fast-paced | Thrilling | Dark,mystery;fiction;novel;leisure-reading;story;suspense,"A memorable entry in mystery, the story follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of mystery, ""Murder on the Orient Express"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1934,Popular Edition,English,306,4.5
214,The Murder of Roger Ackroyd,Agatha Christie,9789390097357,Fiction/Stories,Mystery,Emotional,mystery;fiction;novel;leisure-reading;story;suspense,"This mystery follows a journey that tests conviction as much as courage. Written in the tradition of mystery, ""The Murder of Roger Ackroyd"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1926,Paperback Edition,English,496,4.1
215,Death on the Nile,Agatha Christie,9780067495773,Fiction/Stories,Mystery,Thrilling | Fast-paced | Educational,mystery;fiction;novel;leisure-reading;story;suspense,"A memorable entry in mystery, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of mystery, ""Death on the Nile"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1937,Popular Edition,English,589,3.9
216,The ABC Murders,Agatha Christie,9781023813198,Fiction/Stories,Mystery,Epic,mystery;fiction;novel;leisure-reading;story;suspense,"In prose that lingers, Agatha Christie follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mystery, ""The ABC Murders"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1936,Popular Edition,English,342,4.8
217,Evil Under the Sun,Agatha Christie,9789304084978,Fiction/Stories,Mystery,Suspenseful,mystery;fiction;novel;leisure-reading;story;suspense,"Told with a distinct narrative voice, this novel follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mystery, ""Evil Under the Sun"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1941,Reprint Edition,English,546,4.5
218,Sherlock Holmes: A Study in Scarlet,Arthur Conan Doyle,9789359874098,Fiction/Stories,Mystery,Inspirational | Epic | Emotional,mystery;fiction;novel;leisure-reading;story;suspense,"A memorable entry in mystery, the story follows individuals confronting change in a world that refuses to stay still. Written in the tradition of mystery, ""Sherlock Holmes: A Study in Scarlet"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1887,Special Edition,English,497,4.0
219,The Hound of the Baskervilles,Arthur Conan Doyle,9789372890907,Fiction/Stories,Mystery,Romantic | Thrilling,mystery;fiction;novel;leisure-reading;story;suspense,"This mystery follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mystery, ""The Hound of the Baskervilles"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1902,Paperback Edition,English,605,4.2
220,The Sign of Four,Arthur Conan Doyle,9789348870568,Fiction/Stories,Mystery,Emotional | Thrilling | Relaxing,mystery;fiction;novel;leisure-reading;story;suspense,"This mystery follows individuals confronting change in a world that refuses to stay still. Written in the tradition of mystery, ""The Sign of Four"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1890,Popular Edition,English,420,3.6
221,The Adventures of Sherlock Holmes,Arthur Conan Doyle,9780188391596,Fiction/Stories,Short Stories,Romantic,short stories;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a journey that tests conviction as much as courage. Written in the tradition of short stories, ""The Adventures of Sherlock Holmes"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1892,Reprint Edition,English,442,4.1
222,Life of Pi,Yann Martel,9780493447087,Fiction/Stories,Adventure Fiction,Funny,adventure fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this adventure fiction follows a journey that tests conviction as much as courage. Written in the tradition of adventure fiction, ""Life of Pi"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2001,Reprint Edition,English,610,3.3
223,The Kite Runner,Khaled Hosseini,9780696087219,Fiction/Stories,Literary Fiction,Fantasy | Calm | Historical,literary fiction;fiction;novel;leisure-reading;story,"This literary fiction follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of literary fiction, ""The Kite Runner"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2003,1st Edition,English,254,4.6
224,A Thousand Splendid Suns,Khaled Hosseini,9789361506284,Fiction/Stories,Literary Fiction,Hopeful | Epic,literary fiction;fiction;novel;leisure-reading;story,"This literary fiction follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""A Thousand Splendid Suns"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2007,Popular Edition,English,352,4.7
225,And the Mountains Echoed,Khaled Hosseini,9780873592178,Fiction/Stories,Literary Fiction,Adventure | Heartwarming | Funny,literary fiction;fiction;novel;leisure-reading;story,"A memorable entry in literary fiction, the story follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""And the Mountains Echoed"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2013,Special Edition,English,606,3.6
226,To Kill a Mockingbird,Harper Lee,9789343011959,Fiction/Stories,Classic Literary Fiction,Magical | Calm | Funny,classic literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Harper Lee follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic literary fiction, ""To Kill a Mockingbird"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1960,Paperback Edition,English,454,4.2
227,1984,George Orwell,9780417249162,Fiction/Stories,Dystopian Fiction,Fantasy | Funny | Suspenseful,dystopian fiction;fiction;novel;leisure-reading;story,"A memorable entry in dystopian fiction, the story follows individuals confronting change in a world that refuses to stay still. Written in the tradition of dystopian fiction, ""1984"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1949,1st Edition,English,232,4.4
228,Animal Farm,George Orwell,9780812266467,Fiction/Stories,Political Satire,Fantasy | Relaxing | Fast-paced,political satire;fiction;novel;leisure-reading;story,"Spanning years and relationships, this political satire traces a journey that tests conviction as much as courage. Written in the tradition of political satire, ""Animal Farm"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1945,Popular Edition,English,587,4.8
229,Pride and Prejudice,Jane Austen,9789343988923,Fiction/Stories,Classic Romance,Educational,classic romance;fiction;novel;leisure-reading;story;romance,"This classic romance follows a central figure caught between duty and desire. Written in the tradition of classic romance, ""Pride and Prejudice"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1813,Paperback Edition,English,295,4.9
230,Sense and Sensibility,Jane Austen,9781188431411,Fiction/Stories,Classic Romance,Adventure,classic romance;fiction;novel;leisure-reading;story;romance,"This classic romance follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of classic romance, ""Sense and Sensibility"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1811,Special Edition,English,124,4.7
231,Emma,Jane Austen,9780593571668,Fiction/Stories,Classic Romance,Fantasy | Hopeful | Historical,classic romance;fiction;novel;leisure-reading;story;romance,"In prose that lingers, Jane Austen follows a central figure caught between duty and desire. Written in the tradition of classic romance, ""Emma"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1815,Paperback Edition,English,168,3.9
232,The Great Gatsby,F. Scott Fitzgerald,9781400519613,Fiction/Stories,Classic Literary Fiction,Dark | Fast-paced | Thrilling,classic literary fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this classic literary fiction traces a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of classic literary fiction, ""The Great Gatsby"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1925,Popular Edition,English,212,3.6
233,One Hundred Years of Solitude,Gabriel Garcia Marquez,9789345032358,Fiction/Stories,Magical Realism,Calm,magical realism;fiction;novel;leisure-reading;story,"In prose that lingers, Gabriel Garcia Marquez follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of magical realism, ""One Hundred Years of Solitude"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1967,Special Edition,English,272,4.8
234,Love in the Time of Cholera,Gabriel Garcia Marquez,9780897893084,Fiction/Stories,Magical Realism,Magical,magical realism;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of magical realism, ""Love in the Time of Cholera"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1985,Popular Edition,English,130,4.6
235,The Catcher in the Rye,J.D. Salinger,9789359174310,Fiction/Stories,Coming-of-age,Suspenseful | Calm,coming of age;fiction;novel;leisure-reading;story,"In prose that lingers, J.D. Salinger follows a journey that tests conviction as much as courage. Written in the tradition of coming-of-age, ""The Catcher in the Rye"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1951,1st Edition,English,194,4.4
236,Brave New World,Aldous Huxley,9789374025604,Fiction/Stories,Dystopian Fiction,Suspenseful | Dark | Mysterious,dystopian fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this dystopian fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of dystopian fiction, ""Brave New World"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1932,Popular Edition,English,499,4.6
237,Crime and Punishment,Fyodor Dostoevsky,9789382632030,Fiction/Stories,Classic Literary Fiction,Thrilling,classic literary fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic literary fiction, ""Crime and Punishment"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1866,Paperback Edition,English,377,4.8
238,War and Peace,Leo Tolstoy,9789377313272,Fiction/Stories,Historical Fiction,Calm,historical fiction;fiction;novel;leisure-reading;story;history,"Told with a distinct narrative voice, this novel follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of historical fiction, ""War and Peace"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1869,Reprint Edition,English,552,3.5
239,Anna Karenina,Leo Tolstoy,9789318214057,Fiction/Stories,Classic Literary Fiction,Educational | Historical | Fast-paced,classic literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this classic literary fiction follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic literary fiction, ""Anna Karenina"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1877,Popular Edition,English,474,4.0
240,Wuthering Heights,Emily Bronte,9789362266583,Fiction/Stories,Gothic Romance,Fantasy | Suspenseful | Historical,gothic romance;fiction;novel;leisure-reading;story;romance,"In prose that lingers, Emily Bronte follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of gothic romance, ""Wuthering Heights"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1847,1st Edition,English,434,4.6
241,Jane Eyre,Charlotte Bronte,9789348298447,Fiction/Stories,Gothic Romance,Fast-paced,gothic romance;fiction;novel;leisure-reading;story;romance,"This gothic romance follows a journey that tests conviction as much as courage. Written in the tradition of gothic romance, ""Jane Eyre"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1847,Reprint Edition,English,285,4.1
242,Little Women,Louisa May Alcott,9789338016099,Fiction/Stories,Coming-of-age,Suspenseful,coming of age;fiction;novel;leisure-reading;story,"This coming-of-age follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of coming-of-age, ""Little Women"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1868,1st Edition,English,559,4.2
243,The Adventures of Tom Sawyer,Mark Twain,9781751052982,Fiction/Stories,Classic Adventure,Adventure,classic adventure;fiction;novel;leisure-reading;story,"In prose that lingers, Mark Twain follows individuals confronting change in a world that refuses to stay still. Written in the tradition of classic adventure, ""The Adventures of Tom Sawyer"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1876,Popular Edition,English,588,3.9
244,The Adventures of Huckleberry Finn,Mark Twain,9789355073105,Fiction/Stories,Classic Adventure,Educational,classic adventure;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this classic adventure follows a central figure caught between duty and desire. Written in the tradition of classic adventure, ""The Adventures of Huckleberry Finn"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1884,Reprint Edition,English,568,4.3
245,Moby-Dick,Herman Melville,9780616835234,Fiction/Stories,Classic Literary Fiction,Educational | Magical | Hopeful,classic literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this classic literary fiction follows individuals confronting change in a world that refuses to stay still. Written in the tradition of classic literary fiction, ""Moby-Dick"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1851,1st Edition,English,422,4.5
246,Frankenstein,Mary Shelley,9789355181695,Fiction/Stories,Gothic Science Fiction,Mysterious,gothic science fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of gothic science fiction, ""Frankenstein"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1818,Reprint Edition,English,341,3.5
247,Dracula,Bram Stoker,9789326588454,Fiction/Stories,Gothic Horror,Inspirational | Fantasy,gothic horror;fiction;novel;leisure-reading;story;suspense,"Set against a richly drawn backdrop, this gothic horror follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of gothic horror, ""Dracula"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1897,Reprint Edition,English,343,4.0
248,The Picture of Dorian Gray,Oscar Wilde,9780116330796,Fiction/Stories,Gothic Fiction,Relaxing,gothic fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a journey that tests conviction as much as courage. Written in the tradition of gothic fiction, ""The Picture of Dorian Gray"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1890,Reprint Edition,English,325,4.7
249,Don Quixote,Miguel de Cervantes,9789377093655,Fiction/Stories,Classic Literary Fiction,Epic | Fantasy,classic literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this classic literary fiction follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of classic literary fiction, ""Don Quixote"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1605,Paperback Edition,English,323,4.1
250,The Old Man and the Sea,Ernest Hemingway,9789393985088,Fiction/Stories,Classic Literary Fiction,Inspirational,classic literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this classic literary fiction follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of classic literary fiction, ""The Old Man and the Sea"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1952,Paperback Edition,English,267,3.6
251,A Farewell to Arms,Ernest Hemingway,9781600894817,Fiction/Stories,Historical Fiction,Inspirational | Thought-provoking | Heartwarming,historical fiction;fiction;novel;leisure-reading;story;history,"A memorable entry in historical fiction, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of historical fiction, ""A Farewell to Arms"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1929,1st Edition,English,151,3.4
252,The Sun Also Rises,Ernest Hemingway,9781855734777,Fiction/Stories,Classic Literary Fiction,Relaxing | Funny,classic literary fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this classic literary fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic literary fiction, ""The Sun Also Rises"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1926,Special Edition,English,368,3.9
253,The Hobbit,J.R.R. Tolkien,9781680742305,Fiction/Stories,Fantasy,Inspirational | Relaxing,fantasy;fiction;novel;leisure-reading;story,"A memorable entry in fantasy, the story follows individuals confronting change in a world that refuses to stay still. Written in the tradition of fantasy, ""The Hobbit"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1937,Paperback Edition,English,309,4.0
254,The Fellowship of the Ring,J.R.R. Tolkien,9781061251020,Fiction/Stories,Fantasy,Heartwarming | Calm,fantasy;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of fantasy, ""The Fellowship of the Ring"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1954,Special Edition,English,146,4.4
255,The Two Towers,J.R.R. Tolkien,9781838523930,Fiction/Stories,Fantasy,Inspirational | Calm,fantasy;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this fantasy follows a journey that tests conviction as much as courage. Written in the tradition of fantasy, ""The Two Towers"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1954,Special Edition,English,263,4.5
256,The Return of the King,J.R.R. Tolkien,9780315335387,Fiction/Stories,Fantasy,Mysterious | Hopeful,fantasy;fiction;novel;leisure-reading;story,"Spanning years and relationships, this fantasy traces a central figure caught between duty and desire. Written in the tradition of fantasy, ""The Return of the King"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1955,Paperback Edition,English,506,3.5
257,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",C.S. Lewis,9781194685426,Fiction/Stories,Fantasy,Thought-provoking | Educational,fantasy;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this fantasy follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of fantasy, ""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1950,Popular Edition,English,273,4.2
258,Prince Caspian,C.S. Lewis,9781802849271,Fiction/Stories,Fantasy,Suspenseful | Calm,fantasy;fiction;novel;leisure-reading;story,"A memorable entry in fantasy, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of fantasy, ""Prince Caspian"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1951,Reprint Edition,English,327,3.5
259,A Game of Thrones,George R.R. Martin,9789312490464,Fiction/Stories,Fantasy,Epic | Adventure,fantasy;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this fantasy follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of fantasy, ""A Game of Thrones"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1996,Paperback Edition,English,297,3.9
260,A Clash of Kings,George R.R. Martin,9780653321080,Fiction/Stories,Fantasy,Thrilling | Thought-provoking | Mysterious,fantasy;fiction;novel;leisure-reading;story,"In prose that lingers, George R.R. Martin follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of fantasy, ""A Clash of Kings"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1998,1st Edition,English,483,4.5
261,Dune,Frank Herbert,9789319211352,Fiction/Stories,Science Fiction,Romantic,science fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Frank Herbert follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of science fiction, ""Dune"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1965,1st Edition,English,221,4.0
262,Foundation,Isaac Asimov,9780263252743,Fiction/Stories,Science Fiction,Suspenseful | Dark,science fiction;fiction;novel;leisure-reading;story,"A memorable entry in science fiction, the story follows a journey that tests conviction as much as courage. Written in the tradition of science fiction, ""Foundation"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1951,Paperback Edition,English,148,3.5
263,"I, Robot",Isaac Asimov,9780087468962,Fiction/Stories,Science Fiction,Romantic | Dark,science fiction;fiction;novel;leisure-reading;story,"A memorable entry in science fiction, the story follows a central figure caught between duty and desire. Written in the tradition of science fiction, ""I, Robot"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1950,Reprint Edition,English,546,3.5
264,Neuromancer,William Gibson,9781395058616,Fiction/Stories,Science Fiction,Funny | Emotional,science fiction;fiction;novel;leisure-reading;story,"In prose that lingers, William Gibson follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of science fiction, ""Neuromancer"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1984,Special Edition,English,167,4.0
265,The Martian,Andy Weir,9781448234561,Fiction/Stories,Science Fiction,Adventure | Suspenseful,science fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of science fiction, ""The Martian"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2011,Reprint Edition,English,505,4.4
266,Ender's Game,Orson Scott Card,9780023415296,Fiction/Stories,Science Fiction,Historical | Thought-provoking | Emotional,science fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this science fiction follows a journey that tests conviction as much as courage. Written in the tradition of science fiction, ""Ender's Game"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1985,Paperback Edition,English,169,4.2
267,Fahrenheit 451,Ray Bradbury,9781647639327,Fiction/Stories,Dystopian Fiction,Emotional,dystopian fiction;fiction;novel;leisure-reading;story,"A memorable entry in dystopian fiction, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of dystopian fiction, ""Fahrenheit 451"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1953,Special Edition,English,478,4.8
268,Slaughterhouse-Five,Kurt Vonnegut,9781423138297,Fiction/Stories,Satire/Science Fiction,Thought-provoking | Relaxing | Calm,satire science fiction;fiction;novel;leisure-reading;story,"This satire/science fiction follows a journey that tests conviction as much as courage. Written in the tradition of satire/science fiction, ""Slaughterhouse-Five"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1969,Special Edition,English,454,4.4
269,The Road,Cormac McCarthy,9789362159472,Fiction/Stories,Post-apocalyptic Fiction,Calm,post apocalyptic fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this post-apocalyptic fiction traces characters whose choices ripple across family, community, and circumstance. Written in the tradition of post-apocalyptic fiction, ""The Road"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2006,Reprint Edition,English,306,4.1
270,Beloved,Toni Morrison,9789322180942,Fiction/Stories,Historical Fiction,Suspenseful,historical fiction;fiction;novel;leisure-reading;story;history,"Told with a distinct narrative voice, this novel follows individuals confronting change in a world that refuses to stay still. Written in the tradition of historical fiction, ""Beloved"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1987,1st Edition,English,528,4.3
271,The Book Thief,Markus Zusak,9781722941741,Fiction/Stories,Historical Fiction,Educational | Epic,historical fiction;fiction;novel;leisure-reading;story;history,"Spanning years and relationships, this historical fiction traces a journey that tests conviction as much as courage. Written in the tradition of historical fiction, ""The Book Thief"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2005,Popular Edition,English,536,3.9
